mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
23.894453684488933,0.5814686788032729,0.9511242707570394,0.05140850058922866,300,5,2,log2,,,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'class_weight': None}",0.9652750690337022,0.9915811562818185,0.9924074251329497,0.9830878834828235,0.01260007801570305,1
15.454394737879435,0.9195813484607387,0.5894505182902018,0.02284941432149851,200,5,1,log2,20.0,balanced,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'}",0.9599084931874986,0.9891155882790637,0.9903991480567274,0.97980774317443,0.014080648516255612,3
90.87864979108174,1.3128307397008618,0.37230443954467773,0.028296458615090954,300,10,4,,,,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': None, 'class_weight': None}",0.9157126785549046,0.9916851559428328,0.9927074970771657,0.9667017771916343,0.03605715305999958,5
31.586918274561565,0.8593525193980959,0.19811328252156576,0.006462625508158814,100,10,4,,15.0,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 15, 'class_weight': None}",0.9017509321704704,0.9881302096163785,0.9888694606203444,0.959583534135731,0.04089493864824777,8
5.016316493352254,0.12069877132835152,0.17238434155782065,0.006079217302518963,100,2,4,log2,10.0,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'class_weight': 'balanced'}",0.8832214846919643,0.9243561835599119,0.923095505973454,0.9102243914084435,0.019100873546313783,10
15.58711043993632,0.18585673375443953,0.4648300011952718,0.010851835913145721,200,10,2,sqrt,15.0,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15, 'class_weight': None}",0.9342146962235154,0.9728268729753564,0.9755146879751317,0.9608520857246678,0.018867414183283217,7
59.94477423032125,0.9925970996388797,0.3139790693918864,0.026854503790990473,200,2,4,,20.0,balanced,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 20, 'class_weight': 'balanced'}",0.9133354283639433,0.9915798673627044,0.9924894729079053,0.9658015895448511,0.03710103679914894,6
24.01801824569702,0.7873254134331586,0.6991051832834879,0.02854694359667847,300,5,4,sqrt,15.0,balanced,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 15, 'class_weight': 'balanced'}",0.9330432298637403,0.970827007559994,0.9745991100058967,0.9594897824765437,0.018763835749333126,9
7.407619953155518,0.04564421514994779,0.2820408344268799,0.003256164558337272,100,10,2,log2,20.0,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'}",0.9505499468777359,0.9831776721830794,0.9845841496482661,0.9727705895696938,0.015722855252736742,4
18.23890821139018,0.7668179368240843,0.4944772720336914,0.025122124649215392,200,10,1,sqrt,,balanced,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'class_weight': 'balanced'}",0.9610986757269089,0.990300937371796,0.9918648086860743,0.9810881405949264,0.014149097795835739,2
